1.1.1.205,P12268,DB00157,approved
1.1.1.205,P12268,DB00157,nutraceutical
1.1.1.205,P12268,DB00688,approved
1.1.1.205,P12268,DB00688,investigational
1.1.1.205,P12268,DB01024,approved
1.1.1.205,P12268,DB01024,investigational
1.1.1.205,P20839,DB00157,approved
1.1.1.205,P20839,DB00157,nutraceutical
1.1.1.205,P20839,DB00688,approved
1.1.1.205,P20839,DB00688,investigational
1.1.1.205,P20839,DB01024,approved
1.1.1.205,P20839,DB01024,investigational
1.1.1.23,P06988,DB03366,experimental
1.1.1.23,P06988,DB03366,investigational
1.1.1.267,P45568,DB02948,experimental
1.1.1.267,P45568,DB02948,investigational
1.1.1.42,O75874,DB09374,approved
1.1.1.42,O75874,DB09374,investigational
1.1.1.42,O75874,DB14568,approved
1.1.1.42,O75874,DB14568,investigational
1.1.1.42,O75874,DB16267,approved
1.1.1.42,O75874,DB16267,investigational
1.1.1.42,P39126,DB04272,approved
1.1.1.42,P39126,DB04272,nutraceutical
1.1.1.42,P39126,DB04272,vet_approved
1.1.1.42,P48735,DB13874,approved
1.1.1.42,P48735,DB13874,investigational
1.1.1.95,O43175,DB00157,approved
1.1.1.95,O43175,DB00157,nutraceutical
1.17.4.1,P23921,DB00242,approved
1.17.4.1,P23921,DB00242,investigational
1.17.4.1,P23921,DB00631,approved
1.17.4.1,P23921,DB00631,investigational
1.17.4.1,P23921,DB01280,approved
1.17.4.1,P23921,DB01280,investigational
1.17.4.1,P31350,DB00242,approved
1.17.4.1,P31350,DB00242,investigational
1.17.4.1,P31350,DB05260,approved
1.17.4.1,P31350,DB05260,investigational
1.17.4.1,P69924,DB09462,approved
1.17.4.1,P69924,DB09462,investigational
1.17.4.1,Q7LG56,DB00242,approved
1.17.4.1,Q7LG56,DB00242,investigational
1.17.4.1,Q9CBQ2,DB04272,approved
1.17.4.1,Q9CBQ2,DB04272,nutraceutical
1.17.4.1,Q9CBQ2,DB04272,vet_approved
1.5.1.20,P42898,DB00115,approved
1.5.1.20,P42898,DB00115,nutraceutical
1.5.1.20,P42898,DB00134,approved
1.5.1.20,P42898,DB00134,nutraceutical
1.5.1.20,P42898,DB00140,approved
1.5.1.20,P42898,DB00140,investigational
1.5.1.20,P42898,DB00140,nutraceutical
1.5.1.20,P42898,DB00140,vet_approved
1.5.1.20,P42898,DB00158,approved
1.5.1.20,P42898,DB00158,nutraceutical
1.5.1.20,P42898,DB00158,vet_approved
1.5.1.20,P42898,DB00170,approved
1.5.1.20,P42898,DB00170,nutraceutical
1.5.1.20,P42898,DB00542,approved
1.5.1.20,P42898,DB00542,investigational
1.6.4.5,Q16881,DB00126,approved
1.6.4.5,Q16881,DB00126,nutraceutical
1.6.4.5,Q16881,DB01169,approved
1.6.4.5,Q16881,DB01169,investigational
1.6.4.5,Q16881,DB11127,approved
1.6.4.5,Q16881,DB11127,investigational
1.6.4.5,Q16881,DB11135,approved
1.6.4.5,Q16881,DB11135,investigational
1.6.4.5,Q16881,DB11135,vet_approved
1.8.1,P09622,DB00145,approved
1.8.1,P09622,DB00145,nutraceutical
1.8.1,P09622,DB00145,vet_approved
1.8.1,P09622,DB00157,approved
1.8.1,P09622,DB00157,nutraceutical
2.1.1.13,Q99707,DB00115,approved
2.1.1.13,Q99707,DB00115,nutraceutical
2.1.1.13,Q99707,DB00134,approved
2.1.1.13,Q99707,DB00134,nutraceutical
2.1.1.13,Q99707,DB03614,approved
2.1.1.13,Q99707,DB03614,investigational
2.1.1.13,Q99707,DB11256,approved
2.1.1.13,Q99707,DB11256,investigational
2.1.3.3,P00480,DB00129,approved
2.1.3.3,P00480,DB00129,nutraceutical
2.1.3.3,P00480,DB00155,investigational
2.1.3.3,P00480,DB00155,nutraceutical
2.2.1.6,P27696,DB01987,approved
2.2.1.6,P27696,DB01987,experimental
2.3.1.-,P49327,DB01083,approved
2.3.1.-,P49327,DB01083,investigational
2.3.1.117,P56220,DB01992,investigational
2.3.1.117,P56220,DB01992,nutraceutical
2.3.1.85,P49327,DB01083,approved
2.3.1.85,P49327,DB01083,investigational
2.4.1.15,P31677,DB03366,experimental
2.4.1.15,P31677,DB03366,investigational
2.4.2.-,P01019,DB01593,approved
2.4.2.-,P01019,DB01593,investigational
2.4.2.-,P01019,DB09130,approved
2.4.2.-,P01019,DB09130,investigational
2.4.2.-,P01019,DB14487,approved
2.4.2.-,P01019,DB14487,investigational
2.4.2.-,P01589,DB00004,approved
2.4.2.-,P01589,DB00004,investigational
2.4.2.-,P01589,DB00074,approved
2.4.2.-,P01589,DB00074,investigational
2.4.2.-,P01589,DB00111,investigational
2.4.2.-,P01589,DB00111,withdrawn
2.4.2.-,P08684,DB00091,approved
2.4.2.-,P08684,DB00091,investigational
2.4.2.-,P08684,DB00091,vet_approved
2.4.2.-,P08684,DB00104,approved
2.4.2.-,P08684,DB00104,investigational
2.4.2.-,P08684,DB00136,approved
2.4.2.-,P08684,DB00136,nutraceutical
2.4.2.-,P08684,DB00143,approved
2.4.2.-,P08684,DB00143,investigational
2.4.2.-,P08684,DB00143,nutraceutical
2.4.2.-,P08684,DB00163,approved
2.4.2.-,P08684,DB00163,nutraceutical
2.4.2.-,P08684,DB00163,vet_approved
2.4.2.-,P08684,DB00169,approved
2.4.2.-,P08684,DB00169,nutraceutical
2.4.2.-,P08684,DB00170,approved
2.4.2.-,P08684,DB00170,nutraceutical
2.4.2.-,P08684,DB00176,approved
2.4.2.-,P08684,DB00176,investigational
2.4.2.-,P08684,DB00180,approved
2.4.2.-,P08684,DB00180,investigational
2.4.2.-,P08684,DB00188,approved
2.4.2.-,P08684,DB00188,investigational
2.4.2.-,P08684,DB00191,approved
2.4.2.-,P08684,DB00191,illicit
2.4.2.-,P08684,DB00193,approved
2.4.2.-,P08684,DB00193,investigational
2.4.2.-,P08684,DB00196,approved
2.4.2.-,P08684,DB00196,investigational
2.4.2.-,P08684,DB00197,approved
2.4.2.-,P08684,DB00197,investigational
2.4.2.-,P08684,DB00197,withdrawn
2.4.2.-,P08684,DB00199,approved
2.4.2.-,P08684,DB00199,investigational
2.4.2.-,P08684,DB00199,vet_approved
2.4.2.-,P08684,DB00203,approved
2.4.2.-,P08684,DB00203,investigational
2.4.2.-,P08684,DB00204,approved
2.4.2.-,P08684,DB00204,investigational
2.4.2.-,P08684,DB00216,approved
2.4.2.-,P08684,DB00216,investigational
2.4.2.-,P08684,DB00227,approved
2.4.2.-,P08684,DB00227,investigational
2.4.2.-,P08684,DB00231,approved
2.4.2.-,P08684,DB00231,investigational
2.4.2.-,P08684,DB00234,approved
2.4.2.-,P08684,DB00234,experimental
2.4.2.-,P08684,DB00243,approved
2.4.2.-,P08684,DB00243,investigational
2.4.2.-,P08684,DB00250,approved
2.4.2.-,P08684,DB00250,investigational
2.4.2.-,P08684,DB00252,approved
2.4.2.-,P08684,DB00252,vet_approved
2.4.2.-,P08684,DB00254,approved
2.4.2.-,P08684,DB00254,investigational
2.4.2.-,P08684,DB00254,vet_approved
2.4.2.-,P08684,DB00255,approved
2.4.2.-,P08684,DB00255,investigational
2.4.2.-,P08684,DB00255,withdrawn
2.4.2.-,P08684,DB00257,approved
2.4.2.-,P08684,DB00257,vet_approved
2.4.2.-,P08684,DB00264,approved
2.4.2.-,P08684,DB00264,investigational
2.4.2.-,P08684,DB00270,approved
2.4.2.-,P08684,DB00270,investigational
2.4.2.-,P08684,DB00278,approved
2.4.2.-,P08684,DB00278,investigational
2.4.2.-,P08684,DB00281,approved
2.4.2.-,P08684,DB00281,vet_approved
2.4.2.-,P08684,DB00294,approved
2.4.2.-,P08684,DB00294,investigational
2.4.2.-,P08684,DB00295,approved
2.4.2.-,P08684,DB00295,investigational
2.4.2.-,P08684,DB00297,approved
2.4.2.-,P08684,DB00297,investigational
2.4.2.-,P08684,DB00301,approved
2.4.2.-,P08684,DB00301,investigational
2.4.2.-,P08684,DB00307,approved
2.4.2.-,P08684,DB00307,investigational
2.4.2.-,P08684,DB00309,approved
2.4.2.-,P08684,DB00309,investigational
2.4.2.-,P08684,DB00312,approved
2.4.2.-,P08684,DB00312,investigational
2.4.2.-,P08684,DB00312,vet_approved
2.4.2.-,P08684,DB00313,approved
2.4.2.-,P08684,DB00313,investigational
2.4.2.-,P08684,DB00317,approved
2.4.2.-,P08684,DB00317,investigational
2.4.2.-,P08684,DB00318,approved
2.4.2.-,P08684,DB00318,illicit
2.4.2.-,P08684,DB00320,approved
2.4.2.-,P08684,DB00320,investigational
2.4.2.-,P08684,DB00324,approved
2.4.2.-,P08684,DB00324,investigational
2.4.2.-,P08684,DB00334,approved
2.4.2.-,P08684,DB00334,investigational
2.4.2.-,P08684,DB00337,approved
2.4.2.-,P08684,DB00337,investigational
2.4.2.-,P08684,DB00338,approved
2.4.2.-,P08684,DB00338,investigational
2.4.2.-,P08684,DB00338,vet_approved
2.4.2.-,P08684,DB00342,approved
2.4.2.-,P08684,DB00342,withdrawn
2.4.2.-,P08684,DB00343,approved
2.4.2.-,P08684,DB00343,investigational
2.4.2.-,P08684,DB00346,approved
2.4.2.-,P08684,DB00346,investigational
2.4.2.-,P08684,DB00349,approved
2.4.2.-,P08684,DB00349,illicit
2.4.2.-,P08684,DB00351,approved
2.4.2.-,P08684,DB00351,investigational
2.4.2.-,P08684,DB00351,vet_approved
2.4.2.-,P08684,DB00357,approved
2.4.2.-,P08684,DB00357,investigational
2.4.2.-,P08684,DB00358,approved
2.4.2.-,P08684,DB00358,investigational
2.4.2.-,P08684,DB00359,approved
2.4.2.-,P08684,DB00359,investigational
2.4.2.-,P08684,DB00359,vet_approved
2.4.2.-,P08684,DB00361,approved
2.4.2.-,P08684,DB00361,investigational
2.4.2.-,P08684,DB00365,approved
2.4.2.-,P08684,DB00365,investigational
2.4.2.-,P08684,DB00365,withdrawn
2.4.2.-,P08684,DB00367,approved
2.4.2.-,P08684,DB00367,investigational
2.4.2.-,P08684,DB00377,approved
2.4.2.-,P08684,DB00377,investigational
2.4.2.-,P08684,DB00378,approved
2.4.2.-,P08684,DB00378,investigational
2.4.2.-,P08684,DB00378,withdrawn
2.4.2.-,P08684,DB00379,approved
2.4.2.-,P08684,DB00379,investigational
2.4.2.-,P08684,DB00393,approved
2.4.2.-,P08684,DB00393,investigational
2.4.2.-,P08684,DB00394,approved
2.4.2.-,P08684,DB00394,investigational
2.4.2.-,P08684,DB00396,approved
2.4.2.-,P08684,DB00396,vet_approved
2.4.2.-,P08684,DB00398,approved
2.4.2.-,P08684,DB00398,investigational
2.4.2.-,P08684,DB00400,approved
2.4.2.-,P08684,DB00400,investigational
2.4.2.-,P08684,DB00400,vet_approved
2.4.2.-,P08684,DB00402,approved
2.4.2.-,P08684,DB00402,investigational
2.4.2.-,P08684,DB00404,approved
2.4.2.-,P08684,DB00404,illicit
2.4.2.-,P08684,DB00404,investigational
2.4.2.-,P08684,DB00409,approved
2.4.2.-,P08684,DB00409,withdrawn
2.4.2.-,P08684,DB00412,approved
2.4.2.-,P08684,DB00412,investigational
2.4.2.-,P08684,DB00420,approved
2.4.2.-,P08684,DB00420,vet_approved
2.4.2.-,P08684,DB00439,approved
2.4.2.-,P08684,DB00439,withdrawn
2.4.2.-,P08684,DB00440,approved
2.4.2.-,P08684,DB00440,vet_approved
2.4.2.-,P08684,DB00443,approved
2.4.2.-,P08684,DB00443,vet_approved
2.4.2.-,P08684,DB00446,approved
2.4.2.-,P08684,DB00446,vet_approved
2.4.2.-,P08684,DB00446,withdrawn
2.4.2.-,P08684,DB00448,approved
2.4.2.-,P08684,DB00448,investigational
2.4.2.-,P08684,DB00455,approved
2.4.2.-,P08684,DB00455,investigational
2.4.2.-,P08684,DB00470,approved
2.4.2.-,P08684,DB00470,illicit
2.4.2.-,P08684,DB00472,approved
2.4.2.-,P08684,DB00472,vet_approved
2.4.2.-,P08684,DB00475,approved
2.4.2.-,P08684,DB00475,illicit
2.4.2.-,P08684,DB00475,investigational
2.4.2.-,P08684,DB00477,approved
2.4.2.-,P08684,DB00477,investigational
2.4.2.-,P08684,DB00477,vet_approved
2.4.2.-,P08684,DB00481,approved
2.4.2.-,P08684,DB00481,investigational
2.4.2.-,P08684,DB00482,approved
2.4.2.-,P08684,DB00482,investigational
2.4.2.-,P08684,DB00485,approved
2.4.2.-,P08684,DB00485,investigational
2.4.2.-,P08684,DB00485,vet_approved
2.4.2.-,P08684,DB00486,approved
2.4.2.-,P08684,DB00486,investigational
2.4.2.-,P08684,DB00490,approved
2.4.2.-,P08684,DB00490,investigational
2.4.2.-,P08684,DB00496,approved
2.4.2.-,P08684,DB00496,investigational
2.4.2.-,P08684,DB00497,approved
2.4.2.-,P08684,DB00497,illicit
2.4.2.-,P08684,DB00497,investigational
2.4.2.-,P08684,DB00499,approved
2.4.2.-,P08684,DB00499,investigational
2.4.2.-,P08684,DB00501,approved
2.4.2.-,P08684,DB00501,investigational
2.4.2.-,P08684,DB00503,approved
2.4.2.-,P08684,DB00503,investigational
2.4.2.-,P08684,DB00518,approved
2.4.2.-,P08684,DB00518,vet_approved
2.4.2.-,P08684,DB00528,approved
2.4.2.-,P08684,DB00528,investigational
2.4.2.-,P08684,DB00530,approved
2.4.2.-,P08684,DB00530,investigational
2.4.2.-,P08684,DB00531,approved
2.4.2.-,P08684,DB00531,investigational
2.4.2.-,P08684,DB00533,approved
2.4.2.-,P08684,DB00533,investigational
2.4.2.-,P08684,DB00533,withdrawn
2.4.2.-,P08684,DB00537,approved
2.4.2.-,P08684,DB00537,investigational
2.4.2.-,P08684,DB00539,approved
2.4.2.-,P08684,DB00539,investigational
2.4.2.-,P08684,DB00541,approved
2.4.2.-,P08684,DB00541,investigational
2.4.2.-,P08684,DB00545,approved
2.4.2.-,P08684,DB00545,investigational
2.4.2.-,P08684,DB00549,approved
2.4.2.-,P08684,DB00549,investigational
2.4.2.-,P08684,DB00559,approved
2.4.2.-,P08684,DB00559,investigational
2.4.2.-,P08684,DB00564,approved
2.4.2.-,P08684,DB00564,investigational
2.4.2.-,P08684,DB00568,approved
2.4.2.-,P08684,DB00568,investigational
2.4.2.-,P08684,DB00571,approved
2.4.2.-,P08684,DB00571,investigational
2.4.2.-,P08684,DB00574,approved
2.4.2.-,P08684,DB00574,illicit
2.4.2.-,P08684,DB00574,investigational
2.4.2.-,P08684,DB00574,withdrawn
2.4.2.-,P08684,DB00580,approved
2.4.2.-,P08684,DB00580,investigational
2.4.2.-,P08684,DB00580,withdrawn
2.4.2.-,P08684,DB00586,approved
2.4.2.-,P08684,DB00586,vet_approved
2.4.2.-,P08684,DB00589,approved
2.4.2.-,P08684,DB00589,investigational
2.4.2.-,P08684,DB00591,approved
2.4.2.-,P08684,DB00591,investigational
2.4.2.-,P08684,DB00591,vet_approved
2.4.2.-,P08684,DB00599,approved
2.4.2.-,P08684,DB00599,vet_approved
2.4.2.-,P08684,DB00602,approved
2.4.2.-,P08684,DB00602,investigational
2.4.2.-,P08684,DB00602,vet_approved
2.4.2.-,P08684,DB00603,approved
2.4.2.-,P08684,DB00603,investigational
2.4.2.-,P08684,DB00604,approved
2.4.2.-,P08684,DB00604,investigational
2.4.2.-,P08684,DB00604,withdrawn
2.4.2.-,P08684,DB00607,approved
2.4.2.-,P08684,DB00607,investigational
2.4.2.-,P08684,DB00608,approved
2.4.2.-,P08684,DB00608,investigational
2.4.2.-,P08684,DB00608,vet_approved
2.4.2.-,P08684,DB00615,approved
2.4.2.-,P08684,DB00615,investigational
2.4.2.-,P08684,DB00620,approved
2.4.2.-,P08684,DB00620,vet_approved
2.4.2.-,P08684,DB00622,approved
2.4.2.-,P08684,DB00622,investigational
2.4.2.-,P08684,DB00624,approved
2.4.2.-,P08684,DB00624,investigational
2.4.2.-,P08684,DB00625,approved
2.4.2.-,P08684,DB00625,investigational
2.4.2.-,P08684,DB00627,approved
2.4.2.-,P08684,DB00627,investigational
2.4.2.-,P08684,DB00627,nutraceutical
2.4.2.-,P08684,DB00628,approved
2.4.2.-,P08684,DB00628,illicit
2.4.2.-,P08684,DB00635,approved
2.4.2.-,P08684,DB00635,vet_approved
2.4.2.-,P08684,DB00636,approved
2.4.2.-,P08684,DB00636,investigational
2.4.2.-,P08684,DB00637,approved
2.4.2.-,P08684,DB00637,withdrawn
2.4.2.-,P08684,DB00643,approved
2.4.2.-,P08684,DB00643,vet_approved
2.4.2.-,P08684,DB00647,approved
2.4.2.-,P08684,DB00647,illicit
2.4.2.-,P08684,DB00647,investigational
2.4.2.-,P08684,DB00647,withdrawn
2.4.2.-,P08684,DB00656,approved
2.4.2.-,P08684,DB00656,investigational
2.4.2.-,P08684,DB00663,approved
2.4.2.-,P08684,DB00663,vet_approved
2.4.2.-,P08684,DB00668,approved
2.4.2.-,P08684,DB00668,vet_approved
2.4.2.-,P08684,DB00673,approved
2.4.2.-,P08684,DB00673,investigational
2.4.2.-,P08684,DB00683,approved
2.4.2.-,P08684,DB00683,illicit
2.4.2.-,P08684,DB00687,approved
2.4.2.-,P08684,DB00687,investigational
2.4.2.-,P08684,DB00688,approved
2.4.2.-,P08684,DB00688,investigational
2.4.2.-,P08684,DB00690,approved
2.4.2.-,P08684,DB00690,illicit
2.4.2.-,P08684,DB00690,investigational
2.4.2.-,P08684,DB00701,approved
2.4.2.-,P08684,DB00701,investigational
2.4.2.-,P08684,DB00706,approved
2.4.2.-,P08684,DB00706,investigational
2.4.2.-,P08684,DB00708,approved
2.4.2.-,P08684,DB00708,investigational
2.4.2.-,P08684,DB00714,approved
2.4.2.-,P08684,DB00714,investigational
2.4.2.-,P08684,DB00715,approved
2.4.2.-,P08684,DB00715,investigational
2.4.2.-,P08684,DB00724,approved
2.4.2.-,P08684,DB00724,investigational
2.4.2.-,P08684,DB00731,approved
2.4.2.-,P08684,DB00731,investigational
2.4.2.-,P08684,DB00734,approved
2.4.2.-,P08684,DB00734,investigational
2.4.2.-,P08684,DB00736,approved
2.4.2.-,P08684,DB00736,investigational
2.4.2.-,P08684,DB00741,approved
2.4.2.-,P08684,DB00741,vet_approved
2.4.2.-,P08684,DB00744,approved
2.4.2.-,P08684,DB00744,investigational
2.4.2.-,P08684,DB00744,withdrawn
2.4.2.-,P08684,DB00745,approved
2.4.2.-,P08684,DB00745,investigational
2.4.2.-,P08684,DB00747,approved
2.4.2.-,P08684,DB00747,investigational
2.4.2.-,P08684,DB00751,approved
2.4.2.-,P08684,DB00751,investigational
2.4.2.-,P08684,DB00752,approved
2.4.2.-,P08684,DB00752,investigational
2.4.2.-,P08684,DB00755,approved
2.4.2.-,P08684,DB00755,investigational
2.4.2.-,P08684,DB00755,nutraceutical
2.4.2.-,P08684,DB00757,approved
2.4.2.-,P08684,DB00757,investigational
2.4.2.-,P08684,DB00759,approved
2.4.2.-,P08684,DB00759,vet_approved
2.4.2.-,P08684,DB00759,withdrawn
2.4.2.-,P08684,DB00762,approved
2.4.2.-,P08684,DB00762,investigational
2.4.2.-,P08684,DB00778,approved
2.4.2.-,P08684,DB00778,investigational
2.4.2.-,P08684,DB00778,withdrawn
2.4.2.-,P08684,DB00783,approved
2.4.2.-,P08684,DB00783,investigational
2.4.2.-,P08684,DB00783,vet_approved
2.4.2.-,P08684,DB00794,approved
2.4.2.-,P08684,DB00794,vet_approved
2.4.2.-,P08684,DB00802,approved
2.4.2.-,P08684,DB00802,illicit
2.4.2.-,P08684,DB00812,approved
2.4.2.-,P08684,DB00812,vet_approved
2.4.2.-,P08684,DB00813,approved
2.4.2.-,P08684,DB00813,illicit
2.4.2.-,P08684,DB00813,investigational
2.4.2.-,P08684,DB00813,vet_approved
2.4.2.-,P08684,DB00814,approved
2.4.2.-,P08684,DB00814,vet_approved
2.4.2.-,P08684,DB00819,approved
2.4.2.-,P08684,DB00819,vet_approved
2.4.2.-,P08684,DB00820,approved
2.4.2.-,P08684,DB00820,investigational
2.4.2.-,P08684,DB00829,approved
2.4.2.-,P08684,DB00829,illicit
2.4.2.-,P08684,DB00829,investigational
2.4.2.-,P08684,DB00829,vet_approved
2.4.2.-,P08684,DB00834,approved
2.4.2.-,P08684,DB00834,investigational
2.4.2.-,P08684,DB00845,approved
2.4.2.-,P08684,DB00845,investigational
2.4.2.-,P08684,DB00856,approved
2.4.2.-,P08684,DB00856,experimental
2.4.2.-,P08684,DB00857,approved
2.4.2.-,P08684,DB00857,investigational
2.4.2.-,P08684,DB00857,vet_approved
2.4.2.-,P08684,DB00860,approved
2.4.2.-,P08684,DB00860,vet_approved
2.4.2.-,P08684,DB00863,approved
2.4.2.-,P08684,DB00863,withdrawn
2.4.2.-,P08684,DB00864,approved
2.4.2.-,P08684,DB00864,investigational
2.4.2.-,P08684,DB00865,approved
2.4.2.-,P08684,DB00865,illicit
2.4.2.-,P08684,DB00872,approved
2.4.2.-,P08684,DB00872,investigational
2.4.2.-,P08684,DB00877,approved
2.4.2.-,P08684,DB00877,investigational
2.4.2.-,P08684,DB00889,approved
2.4.2.-,P08684,DB00889,investigational
2.4.2.-,P08684,DB00897,approved
